iter	RMSE
499	3342.792548
500	3340.988491
501	3337.777009
502	3335.98957
503	3333.198842
504	3331.246394
505	3330.509785
506	3329.977101
507	3328.30345
508	3326.350891
509	3326.141575
510	3323.916645
511	3322.787237
512	3321.222027
513	3319.930962
514	3319.250173
515	3317.771478
516	3315.443813
517	3312.214661
518	3311.434342
519	3308.101367
520	3306.320839
521	3304.982608
522	3304.208518
523	3303.009095
524	3299.743729
525	3299.096125
526	3298.436652
527	3295.545805
528	3295.035736
529	3294.885764
530	3292.844707
531	3290.898088
532	3288.227089
533	3287.983371
534	3287.225739
535	3284.692007
536	3281.343664
537	3278.212185
538	3277.202351
539	3276.106296
540	3273.738975
541	3273.266631
542	3272.874569
543	3271.418682
544	3268.995396
545	3268.487352
546	3265.953142
547	3263.377358
548	3262.694238
549	3262.080582
550	3261.365746
551	3259.823965
552	3257.4756
553	3256.523067
554	3255.064966
555	3254.60879
556	3253.052388
557	3251.263563
558	3249.878024
559	3249.372835
560	3246.68133
561	3245.339219
562	3242.117384
563	3240.539364
564	3237.409716
565	3236.647853
566	3234.806779
567	3233.434096
568	3232.138307
569	3231.601951
570	3228.737013
571	3226.948057
572	3225.590137
573	3225.294552
574	3222.749236
575	3221.645395
576	3221.259954
577	3218.98216
578	3217.396
579	3214.517397
580	3213.459562
581	3212.670175
582	3211.735385
583	3210.678918
584	3208.868853
585	3205.785042
586	3204.379328
587	3202.851715
588	3201.041252
589	3200.021913
590	3198.578655
591	3197.476491
592	3195.773821
593	3193.46739
594	3192.909081
595	3192.414157
596	3191.549983
597	3190.247035
598	3188.766635
599	3186.747779
600	3186.034126
601	3183.773123
602	3182.392683
603	3182.070605
604	3180.045956
605	3178.811875
606	3177.910533
607	3176.927187
608	3175.049396
609	3174.25125
610	3173.266584
611	3171.079158
612	3169.82651
613	3169.329739
614	3167.498711
615	3165.479242
616	3164.470545
617	3162.989529
618	3161.237442
619	3159.411409
620	3157.408766
621	3152.059861
622	3151.042863
623	3149.86502
624	3149.113545
625	3148.717042
626	3146.803261
627	3145.082318
628	3144.195226
629	3143.664786
630	3142.604057
631	3141.948052
632	3140.638456
633	3139.926251
634	3139.489124
635	3137.760991
636	3137.155832
637	3135.294519
638	3134.765977
639	3133.941616
640	3130.262701
641	3129.313758
642	3127.074716
643	3125.525376
644	3123.370747
645	3121.844149
646	3120.852501
647	3118.264405
648	3117.419412
649	3115.942307
650	3111.165383
651	3110.283852
652	3109.258699
653	3105.833074
654	3105.7208
655	3104.472893
656	3103.554461
657	3102.498031
658	3100.386768
659	3097.610264
660	3097.244938
661	3096.755014
662	3096.053759
663	3093.67636
664	3092.248836
665	3091.745748
666	3090.29781
667	3088.940484
668	3086.731465
669	3085.754243
670	3084.837083
671	3083.516055
672	3082.94239
673	3081.54271
674	3080.207868
675	3079.570402
676	3078.289415
677	3078.046188
678	3075.631524
679	3072.8246
680	3071.874568
681	3071.504891
682	3070.162567
683	3069.063302
684	3067.735736
685	3067.031742
686	3065.365281
687	3064.816462
688	3064.283327
689	3063.699826
690	3062.48669
691	3060.965817
692	3060.342399
693	3059.170133
694	3057.59995
695	3056.42203
696	3053.432714
697	3053.226685
698	3052.497976
699	3050.875788
700	3049.256795
701	3046.939524
702	3046.168685
703	3044.993607
704	3043.388461
705	3041.080418
706	3040.170138
707	3039.056424
708	3037.345451
709	3036.68754
710	3034.769768
711	3034.583085
712	3033.208959
713	3032.062704
714	3030.292317
715	3027.632709
716	3025.699454
717	3023.702492
718	3023.3284
719	3022.208018
720	3019.815971
721	3019.081452
722	3017.375886
723	3016.795064
724	3015.499427
725	3013.007593
726	3012.242478
727	3011.509898
728	3010.621688
729	3008.611635
730	3007.353243
731	3005.685301
732	3004.075761
733	3002.579885
734	3001.207835
735	3000.243468
736	2999.472218
737	2994.746854
738	2989.943472
739	2988.649737
740	2987.441188
741	2985.747151
742	2982.241916
743	2981.682266
744	2979.37502
745	2978.442044
746	2977.852052
747	2977.280343
748	2976.214308
749	2974.791186
750	2974.383736
751	2973.738102
752	2973.142566
753	2972.55327
754	2970.670943
755	2969.253213
756	2965.185255
757	2964.821928
758	2963.664114
759	2962.866361
760	2958.721739
761	2957.389759
762	2955.676937
763	2955.302057
764	2952.575766
765	2951.003915
766	2950.480885
767	2949.786566
768	2949.089036
769	2947.625852
770	2943.351097
771	2941.391248
772	2940.787785
773	2940.251206
774	2936.662437
775	2934.480103
776	2933.366189
777	2931.980121
778	2930.024717
779	2929.460911
780	2925.795758
781	2922.401403
782	2921.550655
783	2920.72323
784	2917.827314
785	2915.505348
786	2913.726927
787	2912.301805
788	2911.616426
789	2910.809476
790	2909.156749
791	2907.539427
792	2906.010544
793	2903.626958
794	2902.981627
795	2902.431193
796	2900.649287
797	2899.640164
798	2898.629355
799	2896.210954
800	2894.403179
801	2892.419556
802	2890.693952
803	2889.490316
804	2888.685922
805	2888.049036
806	2886.454367
807	2884.104912
808	2883.385179
809	2882.875711
810	2880.80025
811	2880.23702
812	2879.456351
813	2878.756731
814	2877.799175
815	2876.805389
816	2876.211362
817	2875.472758
818	2874.392319
819	2872.814962
820	2871.207459
821	2869.687068
822	2868.68351
823	2868.133331
824	2866.776281
825	2866.03167
826	2862.520841
827	2860.939087
828	2858.866369
829	2858.158178
830	2857.486035
831	2854.303448
832	2851.218095
833	2850.261833
834	2849.693339
835	2847.409366
836	2846.746255
837	2845.397211
838	2844.814311
839	2842.863573
840	2842.034091
841	2840.887742
842	2839.390284
843	2839.159379
844	2835.755634
845	2834.896688
846	2831.638854
847	2829.58597
848	2827.598865
849	2826.247053
850	2825.666456
851	2825.257478
852	2824.767971
853	2823.344594
854	2822.074667
855	2821.271653
856	2819.998981
857	2819.574587
858	2817.270243
859	2816.507189
860	2815.726534
861	2814.512326
862	2813.852078
863	2813.373366
864	2812.151972
865	2810.114012
866	2808.995298
867	2808.199336
868	2807.190878
869	2806.543525
870	2806.433803
871	2804.995498
872	2803.82422
873	2802.79508
874	2802.198826
875	2799.900455
876	2799.410405
877	2798.313591
878	2796.909341
879	2795.880252
880	2795.166647
881	2794.181501
882	2793.000987
883	2791.329282
884	2791.219766
885	2789.514259
886	2787.438401
887	2787.005408
888	2785.682829
889	2783.398262
890	2782.760907
891	2782.28089
892	2781.405619
893	2780.512241
894	2780.041327
895	2778.662839
896	2778.36367
897	2777.688821
898	2776.518988
899	2774.831467
900	2773.186385
901	2772.26341
902	2771.637062
903	2769.578414
904	2767.458893
905	2766.793483
906	2766.251682
907	2764.568543
908	2764.086949
909	2763.328943
910	2761.111932
911	2760.446027
912	2759.347612
913	2758.78384
914	2757.894721
915	2757.039098
916	2756.086256
917	2754.499346
918	2753.63504
919	2752.878014
920	2751.690084
921	2751.066373
922	2750.64843
923	2748.513432
924	2747.98077
925	2747.426794
926	2746.545001
927	2746.153913
928	2745.111842
929	2744.028877
930	2743.287796
931	2742.821626
932	2740.046508
933	2739.197487
934	2736.865275
935	2735.786082
936	2735.248967
937	2734.06622
938	2732.756727
939	2732.027995
940	2730.151321
941	2729.513617
942	2729.063259
943	2727.806346
944	2726.906145
945	2726.350979
946	2725.259782
947	2723.203117
948	2722.01566
949	2721.588937
950	2720.884439
951	2720.307071
952	2719.967092
953	2719.117148
954	2718.614788
955	2717.634373
956	2717.31961
957	2715.502915
958	2714.340744
959	2711.703934
960	2710.940072
961	2710.469656
962	2709.851346
963	2708.961983
964	2708.700285
965	2708.218436
966	2707.843443
967	2707.250665
968	2706.741721
969	2706.098566
970	2704.820143
971	2704.090309
972	2702.454156
973	2702.098498
974	2701.071628
975	2700.354157
976	2699.013525
977	2698.576778
978	2698.068331
979	2697.487152
980	2696.780002
981	2695.885139
982	2695.358228
983	2694.38089
984	2693.313405
985	2692.943396
986	2692.047073
987	2689.395522
988	2688.810847
989	2686.27093
990	2685.523449
991	2685.290099
992	2684.076858
993	2682.310702
994	2681.287411
995	2679.590668
996	2679.065092
997	2678.032475
998	2676.752406
999	2675.956849
